name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Northwest Africa 5815,50693,Valid,L5,256.8,Found,,0,0,(0.0; 0.0)
Cumulus Hills 04075,32531,Valid,Pallasite,9.6,Found,01/01/2003,,,
Dominion Range 03239,32591,Valid,L6,69.5,Found,01/01/2002,,,
Dominion Range 03240,32592,Valid,LL5,290.9,Found,01/01/2002,,,
Abajo,4,Valid,H5,331,Found,01/01/1982,26.8,-105.41667,(26.8; -105.41667)
Abar al' Uj 001,51399,Valid,H3.8,194.34,Found,01/01/2008,22.72192,48.95937,(22.72192; 48.95937)
Abbott,5,Valid,H3-6,21100,Found,01/01/1951,36.3,-104.28333,(36.3; -104.28333)
Abernathy,7,Valid,L6,2914,Found,01/01/1941,33.85,-101.8,(33.85; -101.8)
Abo,8,Valid,H,1.2,Found,01/01/1840,60.43333,22.3,(60.43333; 22.3)
Abu Moharek,9,Valid,H4,4500,Found,01/01/1997,27.23944,29.83583,(27.23944; 29.83583)
Acfer 001,11,Valid,L6,6700,Found,01/01/1989,27.5,3.61667,(27.5; 3.61667)
Acfer 002,12,Valid,H5,228,Found,01/01/1989,27.61667,3.85,(27.61667; 3.85)
Acfer 003,13,Valid,H5,145,Found,01/01/1989,27.81667,4.03333,(27.81667; 4.03333)
Acfer 004,14,Valid,L6,1020,Found,01/01/1989,27.58333,3.81667,(27.58333; 3.81667)
Acfer 005,15,Valid,H3.9/4,115,Found,01/01/1989,27.6,3.83333,(27.6; 3.83333)
Acfer 006,16,Valid,H3.9/4,561,Found,01/01/1989,27.63333,3.96667,(27.63333; 3.96667)
Acfer 007,17,Valid,L5,542,Found,01/01/1989,27.51667,3.65,(27.51667; 3.65)
Acfer 008,18,Valid,H5,205,Found,01/01/1989,27.53333,3.7,(27.53333; 3.7)
Acfer 009,19,Valid,L6,127,Found,01/01/1989,27.73333,4.08333,(27.73333; 4.08333)
Acfer 010,20,Valid,L6,276,Found,01/01/1989,27.75,4.1,(27.75; 4.1)
Acfer 011,21,Valid,H5,3800,Found,01/01/1989,27.75,4.16667,(27.75; 4.16667)
Acfer 012,22,Valid,H6,98,Found,01/01/1989,27.8,4.16667,(27.8; 4.16667)
Acfer 013,23,Valid,H5,490,Found,01/01/1989,27.83333,4.28333,(27.83333; 4.28333)
Acfer 014,24,Valid,H5,307,Found,01/01/1989,27.8,4.46667,(27.8; 4.46667)
Acfer 015,25,Valid,L6,98,Found,01/01/1989,27.78333,4.28333,(27.78333; 4.28333)
Acfer 016,26,Valid,H4-5,111,Found,01/01/1989,27.71667,4.48333,(27.71667; 4.48333)
Acfer 017,27,Valid,L5,446,Found,01/01/1989,27.73333,4.4,(27.73333; 4.4)
Acfer 018,28,Valid,H5,207,Found,01/01/1989,27.7,4.08333,(27.7; 4.08333)
Acfer 019,29,Valid,L6,581,Found,01/01/1989,27.7,4.06667,(27.7; 4.06667)
Acfer 020,30,Valid,H5,708,Found,01/01/1989,27.7,4.06667,(27.7; 4.06667)
Acfer 021,31,Valid,H6,2140,Found,01/01/1989,27.55,3.61667,(27.55; 3.61667)
Acfer 022,32,Valid,H3.7,192,Found,01/01/1989,27.51667,3.83333,(27.51667; 3.83333)
Acfer 023,33,Valid,H3.8,118,Found,01/01/1989,27.51667,3.91667,(27.51667; 3.91667)
Acfer 024,34,Valid,H5,1464,Found,01/01/1989,27.55,3.93333,(27.55; 3.93333)
Acfer 025,35,Valid,H5,920,Found,01/01/1989,27.58333,3.96667,(27.58333; 3.96667)
Acfer 026,36,Valid,H5/6,88,Found,01/01/1989,27.61667,4.05,(27.61667; 4.05)
Acfer 027,37,Valid,H5,206,Found,01/01/1989,27.66667,4.2,(27.66667; 4.2)
Acfer 028,38,Valid,H3.8,3130,Found,01/01/1989,27.66667,4.25,(27.66667; 4.25)
Acfer 029,39,Valid,H4,98,Found,01/01/1989,27.68333,4.33333,(27.68333; 4.33333)
Acfer 030,40,Valid,LL6,123,Found,01/01/1989,27.68333,4.41667,(27.68333; 4.41667)
Acfer 031,41,Valid,H5,2016,Found,01/01/1989,27.66667,4.35,(27.66667; 4.35)
Acfer 032,42,Valid,L6,495,Found,01/01/1989,27.65,4.46667,(27.65; 4.46667)
Acfer 033,43,Valid,L6,93,Found,01/01/1989,27.65,4.43333,(27.65; 4.43333)
Acfer 034,44,Valid,L6,184,Found,01/01/1989,27.63333,4.35,(27.63333; 4.35)
Acfer 035,45,Valid,H6,36,Found,01/01/1989,27.6,4.3,(27.6; 4.3)
Acfer 036,46,Valid,L5/6,112,Found,01/01/1989,27.58333,4.25,(27.58333; 4.25)
Acfer 037,47,Valid,LL4-6,385,Found,01/01/1989,27.55,4.13333,(27.55; 4.13333)
Acfer 038,48,Valid,H5,962,Found,01/01/1989,27.53333,4,(27.53333; 4.0)
Acfer 039,49,Valid,L3.8,225,Found,01/01/1989,27.53333,3.91667,(27.53333; 3.91667)
Acfer 040,50,Valid,L5-6,146,Found,01/01/1989,27.46667,3.78333,(27.46667; 3.78333)
Acfer 041,51,Valid,L/LL6,134,Found,01/01/1989,27.43333,3.71667,(27.43333; 3.71667)
Acfer 042,52,Valid,H5,246,Found,01/01/1989,27.46667,3.83333,(27.46667; 3.83333)
Acfer 043,53,Valid,H4,120,Found,01/01/1989,27.51667,3.91667,(27.51667; 3.91667)
Acfer 044,54,Valid,L6,195,Found,01/01/1989,27.55,4,(27.55; 4.0)
Acfer 046,56,Valid,H5,1066,Found,01/01/1989,27.78333,4.7,(27.78333; 4.7)
Acfer 047,57,Valid,L4,1440,Found,01/01/1989,27.83333,4.7,(27.83333; 4.7)
Acfer 048,58,Valid,H4-5,115,Found,01/01/1989,27.55,4.08333,(27.55; 4.08333)
Acfer 049,59,Valid,H5,82.9,Found,01/01/1989,27.41667,3.71667,(27.41667; 3.71667)
Acfer 050,60,Valid,H6,1394,Found,01/01/1989,27.65,4.5,(27.65; 4.5)
Acfer 051,61,Valid,L5,905,Found,01/01/1989,27.61667,4.41667,(27.61667; 4.41667)
Acfer 052,62,Valid,L5,58,Found,01/01/1989,27.75,4.15,(27.75; 4.15)
Acfer 053,63,Valid,H6,1937,Found,01/01/1989,27.73333,4.05,(27.73333; 4.05)
Acfer 054,64,Valid,H5,2051,Found,01/01/1989,27.7,3.93333,(27.7; 3.93333)
Acfer 055,65,Valid,H5,1338,Found,01/01/1989,27.5,3.98333,(27.5; 3.98333)
Acfer 056,66,Valid,L4,129,Found,01/01/1989,27.46667,3.88333,(27.46667; 3.88333)
Acfer 058,67,Valid,LL5-6,277,Found,01/01/1989,27.38333,3.71667,(27.38333; 3.71667)
Acfer 059,68,Valid,CR2,281,Found,01/01/1989,27.51667,4.06667,(27.51667; 4.06667)
Acfer 060,69,Valid,H4,226,Found,01/01/1989,27.56667,4.16667,(27.56667; 4.16667)
Acfer 061,70,Valid,H4-5,105,Found,01/01/1989,27.6,4.25,(27.6; 4.25)
Acfer 062,71,Valid,H5,283,Found,01/01/1989,27.6,4.41667,(27.6; 4.41667)
Acfer 063,72,Valid,Mesosiderite,716,Found,01/01/1989,27.61667,4.56667,(27.61667; 4.56667)
Acfer 064,73,Valid,L5,854,Found,01/01/1989,27.61667,4.56667,(27.61667; 4.56667)
Acfer 065,74,Valid,H4-5,1539,Found,01/01/1989,27.5,4.28333,(27.5; 4.28333)
Acfer 066,75,Valid,LL3.8-6,517,Found,01/01/1990,27.63333,4.06667,(27.63333; 4.06667)
Acfer 067,76,Valid,H5,383,Found,01/01/1990,27.71667,4.78333,(27.71667; 4.78333)
Acfer 068,77,Valid,L6,1805,Found,01/01/1990,27.55,3.7,(27.55; 3.7)
Acfer 069,78,Valid,L6,941,Found,01/01/1990,27.53333,3.83333,(27.53333; 3.83333)
Acfer 070,79,Valid,H4/5,138,Found,01/01/1990,27.68333,4.48333,(27.68333; 4.48333)
Acfer 071,80,Valid,L6,1379,Found,01/01/1990,27.63333,4.28333,(27.63333; 4.28333)
Acfer 072,81,Valid,L5/6,162,Found,01/01/1990,27.63333,4.25,(27.63333; 4.25)
Acfer 073,82,Valid,H5,2010,Found,01/01/1990,27.53333,3.85,(27.53333; 3.85)
Acfer 074,83,Valid,L6,384,Found,01/01/1990,27.48333,3.83333,(27.48333; 3.83333)
Acfer 075,84,Valid,H5,1453,Found,01/01/1990,27.51667,3.73333,(27.51667; 3.73333)
Acfer 076,85,Valid,H5,183,Found,01/01/1990,27.7,4.35,(27.7; 4.35)
Acfer 077,86,Valid,L6,2538,Found,01/01/1990,27.63333,4.51667,(27.63333; 4.51667)
Acfer 078,87,Valid,H5,105,Found,01/01/1990,27.56667,4.15,(27.56667; 4.15)
Acfer 079,88,Valid,L6,387,Found,01/01/1990,27.5,3.68333,(27.5; 3.68333)
Acfer 080,89,Valid,L3.9,574,Found,01/01/1990,27.63333,4.51667,(27.63333; 4.51667)
Acfer 081,90,Valid,LL5-6,110,Found,01/01/1990,27.53333,3.86667,(27.53333; 3.86667)
Acfer 082,91,Valid,CV3,208,Found,01/01/1990,27.5,3.48333,(27.5; 3.48333)
Acfer 083,92,Valid,L6,690,Found,01/01/1990,27.48333,3.63333,(27.48333; 3.63333)
Acfer 084,93,Valid,H5,6300,Found,01/01/1990,27.55,3.86667,(27.55; 3.86667)
Acfer 085,94,Valid,H5,293,Found,01/01/1990,27.58333,3.95,(27.58333; 3.95)
Acfer 086,95,Valid,CV3,173,Found,01/01/1990,27.66667,4.18333,(27.66667; 4.18333)
Acfer 087,96,Valid,CR2,163,Found,01/01/1990,27.7,4.26667,(27.7; 4.26667)
Acfer 088,97,Valid,L6,200,Found,01/01/1990,27.75,4.43333,(27.75; 4.43333)
Acfer 089,98,Valid,H5,682,Found,01/01/1990,27.63333,4.3,(27.63333; 4.3)
Acfer 090,99,Valid,H5,290,Found,01/01/1990,27.5,3.83333,(27.5; 3.83333)
Acfer 091,100,Valid,LL5-6,3487,Found,01/01/1990,27.45,4.11667,(27.45; 4.11667)
Acfer 092,101,Valid,H5,244,Found,01/01/1990,27.66667,4.51667,(27.66667; 4.51667)
Acfer 093,102,Valid,L5,420,Found,01/01/1990,27.71667,4.13333,(27.71667; 4.13333)
Acfer 094,103,Valid,C2-ung,82,Found,01/01/1990,27.73333,4.43333,(27.73333; 4.43333)
Acfer 095,104,Valid,H3.7,104,Found,01/01/1990,27.71667,4.38333,(27.71667; 4.38333)
Acfer 096,105,Valid,L4-5,572,Found,01/01/1990,27.61667,4.2,(27.61667; 4.2)
Acfer 097,106,Valid,CR2,63,Found,01/01/1990,27.51667,3.96667,(27.51667; 3.96667)
Acfer 098,107,Valid,H5,5500,Found,01/01/1990,27.46667,3.88333,(27.46667; 3.88333)
Acfer 099,108,Valid,H5,313,Found,01/01/1990,27.45,3.83333,(27.45; 3.83333)
Acfer 100,109,Valid,H6,140,Found,01/01/1990,27.46667,3.95,(27.46667; 3.95)
Acfer 101,110,Valid,L6,452,Found,01/01/1990,27.53333,4.16667,(27.53333; 4.16667)
Acfer 102,111,Valid,L3-5,346,Found,01/01/1990,27.66667,4.46667,(27.66667; 4.46667)
Acfer 103,112,Valid,H5,665,Found,01/01/1990,27.8,4.5,(27.8; 4.5)
Acfer 104,113,Valid,H4/5,992,Found,01/01/1990,27.63333,4.36667,(27.63333; 4.36667)
Acfer 105,114,Valid,L6,392,Found,01/01/1990,27.55,4.13333,(27.55; 4.13333)
Acfer 106,115,Valid,LL6,1390,Found,01/01/1990,27.5,3.9,(27.5; 3.9)
Acfer 107,116,Valid,L6,105,Found,01/01/1990,27.45,3.75,(27.45; 3.75)
Acfer 108,117,Valid,H6,828,Found,01/01/1990,27.5,3.88333,(27.5; 3.88333)
Acfer 109,118,Valid,H4/5,236,Found,01/01/1990,27.55,3.76667,(27.55; 3.76667)
Acfer 110,119,Valid,L6,107,Found,01/01/1990,27.48333,3.8,(27.48333; 3.8)
Acfer 111,120,Valid,H3-6,987,Found,01/01/1990,27.48333,3.8,(27.48333; 3.8)
Acfer 112,121,Valid,LL4/5,216,Found,01/01/1990,27.65,4.03333,(27.65; 4.03333)
Acfer 113,122,Valid,LL6,2906,Found,01/01/1990,27.56667,4.03333,(27.56667; 4.03333)
Acfer 114,123,Valid,CR2,43,Found,01/01/1990,27.6,3.96667,(27.6; 3.96667)
Acfer 115,124,Valid,H6,287,Found,01/01/1990,27.73333,4.16667,(27.73333; 4.16667)
Acfer 116,125,Valid,L6,345,Found,01/01/1990,27.73333,4.16667,(27.73333; 4.16667)
Acfer 117,126,Valid,H4,178,Found,01/01/1990,27.73333,4.2,(27.73333; 4.2)
Acfer 118,127,Valid,L6,752,Found,01/01/1990,27.66667,4.2,(27.66667; 4.2)
Dominion Range 03241,32593,Valid,LL6,95,Found,01/01/2002,,,
Acfer 119,128,Valid,H3.8,121,Found,01/01/1990,27.65,4.23333,(27.65; 4.23333)
Acfer 120,129,Valid,LL6,861,Found,01/01/1990,27.65,4.3,(27.65; 4.3)
Acfer 121,130,Valid,L5-6,427,Found,01/01/1990,27.68333,4.33333,(27.68333; 4.33333)
Acfer 122,131,Valid,L4/5,235,Found,01/01/1990,27.5,3.66667,(27.5; 3.66667)
Acfer 123,132,Valid,H3.9,452,Found,01/01/1990,27.46667,3.76667,(27.46667; 3.76667)
Acfer 124,133,Valid,LL5-6,542,Found,01/01/1990,27.6,4.05,(27.6; 4.05)
Acfer 125,134,Valid,L6,3380,Found,01/01/1990,27.68333,4.35,(27.68333; 4.35)
Acfer 126,135,Valid,LL5-6,280,Found,01/01/1990,27.51667,3.8,(27.51667; 3.8)
Acfer 127,136,Valid,L6,699,Found,01/01/1990,27.7,4.3,(27.7; 4.3)
Acfer 128,137,Valid,L6,163,Found,01/01/1990,27.5,4.3,(27.5; 4.3)
Acfer 129,138,Valid,H3.7,162,Found,01/01/1990,27.6,4.2,(27.6; 4.2)
Acfer 130,139,Valid,H5,400,Found,01/01/1990,27.58333,4,(27.58333; 4.0)
Acfer 131,140,Valid,LL6,171,Found,01/01/1990,27.58333,3.96667,(27.58333; 3.96667)
Acfer 132,141,Valid,H6,1621,Found,01/01/1990,27.5,3.76667,(27.5; 3.76667)
Acfer 133,142,Valid,L3-5,362,Found,01/01/1990,27.5,3.83333,(27.5; 3.83333)
Acfer 134,143,Valid,L5,1161,Found,01/01/1990,27.76667,4.53333,(27.76667; 4.53333)
Acfer 135,144,Valid,H5,124,Found,01/01/1990,27.55,4.03333,(27.55; 4.03333)
Acfer 136,145,Valid,H5,324,Found,01/01/1990,27.46667,4.05,(27.46667; 4.05)
Acfer 137,146,Valid,H4/5,106,Found,01/01/1990,27.58333,4.08333,(27.58333; 4.08333)
Acfer 138,147,Valid,L5,941,Found,01/01/1990,27.66667,4.08333,(27.66667; 4.08333)
Acfer 139,148,Valid,CR2,143,Found,01/01/1990,27.56667,4.08333,(27.56667; 4.08333)
Acfer 140,149,Valid,L5,171,Found,01/01/1990,27.56667,4.08333,(27.56667; 4.08333)
Acfer 141,150,Valid,H5,58,Found,01/01/1990,27.58333,3.85,(27.58333; 3.85)
Acfer 142,151,Valid,L5,91,Found,01/01/1990,27.56667,4.35,(27.56667; 4.35)
Acfer 143,152,Valid,L6,417,Found,01/01/1990,27.66667,4.45,(27.66667; 4.45)
Acfer 144,153,Valid,L6,186,Found,01/01/1990,27.66667,4.28333,(27.66667; 4.28333)
Acfer 145,154,Valid,L6,869,Found,01/01/1990,27.66667,4.28333,(27.66667; 4.28333)
Acfer 146,155,Valid,H5,200,Found,01/01/1990,27.63333,4.08333,(27.63333; 4.08333)
Acfer 147,156,Valid,L6,140,Found,01/01/1990,27.6,4.11667,(27.6; 4.11667)
Acfer 148,157,Valid,H5,157,Found,01/01/1990,27.58333,4.06667,(27.58333; 4.06667)
Acfer 149,158,Valid,L/LL6,394,Found,01/01/1990,27.58333,4.05,(27.58333; 4.05)
Acfer 150,159,Valid,H5,251,Found,01/01/1990,27.56667,3.81667,(27.56667; 3.81667)
Acfer 151,160,Valid,H5,218,Found,01/01/1990,27.46667,3.71667,(27.46667; 3.71667)
Acfer 152,161,Valid,H5,157,Found,01/01/1990,27.43333,3.75,(27.43333; 3.75)
Acfer 153,162,Valid,H3.6-6,211,Found,01/01/1990,27.53333,3.95,(27.53333; 3.95)
Acfer 154,163,Valid,H5,95,Found,01/01/1990,27.55,4.01667,(27.55; 4.01667)
Acfer 155,164,Valid,L6,206,Found,01/01/1990,27.66667,4.25,(27.66667; 4.25)
Acfer 156,165,Valid,L6,240,Found,01/01/1990,27.66667,4.23333,(27.66667; 4.23333)
Acfer 157,166,Valid,L6,1072,Found,01/01/1990,27.66667,4.23333,(27.66667; 4.23333)
Acfer 158,167,Valid,H4/5,422,Found,01/01/1990,27.66667,4.21667,(27.66667; 4.21667)
Acfer 159,168,Valid,H3.8,123,Found,01/01/1990,27.5,3.93333,(27.5; 3.93333)
Acfer 160,169,Valid,LL3.8-6,433,Found,01/01/1990,27.46667,3.71667,(27.46667; 3.71667)
Acfer 161,170,Valid,H5,604,Found,01/01/1990,27.75,4.43333,(27.75; 4.43333)
Acfer 162,171,Valid,H3-6,1281,Found,01/01/1990,27.66667,4.01667,(27.66667; 4.01667)
Acfer 163,172,Valid,H3.8-5,125,Found,01/01/1990,27.7,4.35,(27.7; 4.35)
Acfer 164,173,Valid,H5,43,Found,01/01/1990,27.53333,4.18333,(27.53333; 4.18333)
Acfer 165,174,Valid,H5-6,84,Found,01/01/1990,27.56667,4.33333,(27.56667; 4.33333)
Acfer 166,175,Valid,H3-5,2476,Found,01/01/1990,27.51667,4.23333,(27.51667; 4.23333)
Acfer 167,176,Valid,L5,157,Found,01/01/1990,27.51667,4,(27.51667; 4.0)
Dominion Range 03242,32594,Valid,H5,67.2,Found,01/01/2002,,,
Acfer 168,177,Valid,L6,211,Found,01/01/1990,27.6,3.98333,(27.6; 3.98333)
Acfer 169,178,Valid,H3.8/4,559,Found,01/01/1990,27.73333,4.11667,(27.73333; 4.11667)
Acfer 171,179,Valid,H3.7,313,Found,01/01/1990,27.65,4.25,(27.65; 4.25)
Acfer 172,180,Valid,L6,766,Found,01/01/1990,27.66667,4.16667,(27.66667; 4.16667)
Acfer 173,181,Valid,H6,262,Found,01/01/1990,27.65,4.03333,(27.65; 4.03333)
Acfer 174,182,Valid,LL6,127,Found,01/01/1990,27.48333,3.86667,(27.48333; 3.86667)
Acfer 175,183,Valid,LL5-6,153,Found,01/01/1990,27.48333,3.85,(27.48333; 3.85)
Acfer 176,184,Valid,LL5-6,320,Found,01/01/1990,27.48333,3.85,(27.48333; 3.85)
Acfer 177,185,Valid,LL5-6,721,Found,01/01/1990,27.48333,3.85,(27.48333; 3.85)
Acfer 178,186,Valid,H3.7,488,Found,01/01/1990,27.48333,3.75,(27.48333; 3.75)
Acfer 179,187,Valid,L6,163,Found,01/01/1990,27.46667,3.75,(27.46667; 3.75)
Acfer 180,188,Valid,H3.9-5,103,Found,01/01/1990,27.6,4.16667,(27.6; 4.16667)
Acfer 181,189,Valid,L6,245,Found,01/01/1990,27.66667,4.2,(27.66667; 4.2)
Acfer 182,190,Valid,CH3,166,Found,01/01/1990,27.7,4.35,(27.7; 4.35)
Acfer 183,191,Valid,H5,114,Found,01/01/1990,27.58333,4.16667,(27.58333; 4.16667)
Acfer 184,192,Valid,H5,311,Found,01/01/1990,27.56667,4.01667,(27.56667; 4.01667)
Acfer 185,193,Valid,LL5,109,Found,01/01/1990,27.53333,3.83333,(27.53333; 3.83333)
Acfer 186,194,Valid,CR2,315,Found,01/01/1990,27.46667,3.86667,(27.46667; 3.86667)
Acfer 187,195,Valid,CR2,234,Found,01/01/1990,27.46667,3.9,(27.46667; 3.9)
Acfer 188,196,Valid,H3.9/4,252,Found,01/01/1990,27.58333,4.11667,(27.58333; 4.11667)
Acfer 189,197,Valid,H6,53,Found,01/01/1990,27.6,4.18333,(27.6; 4.18333)
Acfer 190,198,Valid,L6,4439,Found,01/01/1990,27.7,4.3,(27.7; 4.3)
Acfer 191,199,Valid,L6,188,Found,01/01/1990,27.7,4.3,(27.7; 4.3)
Acfer 192,200,Valid,H3.9-5,219,Found,01/01/1990,27.65,4.2,(27.65; 4.2)
Acfer 193,201,Valid,LL4-6,157,Found,01/01/1990,27.56667,3.95,(27.56667; 3.95)
Acfer 194,202,Valid,H5,361,Found,01/01/1991,27.49944,3.68889,(27.49944; 3.68889)
Acfer 195,203,Valid,H6,233,Found,01/01/1991,27.52472,3.81139,(27.52472; 3.81139)
Acfer 196,204,Valid,H5,29,Found,01/01/1991,27.57694,4.03389,(27.57694; 4.03389)
Acfer 197,205,Valid,L6,115,Found,01/01/1991,27.55583,4.14,(27.55583; 4.14)
Acfer 198,206,Valid,H6,267,Found,01/01/1991,27.51694,3.79139,(27.51694; 3.79139)
Acfer 199,207,Valid,L4,215,Found,01/01/1991,27.48028,3.85139,(27.48028; 3.85139)
Acfer 200,208,Valid,H3-6,1301,Found,01/01/1991,27.50194,3.92111,(27.50194; 3.92111)
Acfer 201,209,Valid,L5,55,Found,01/01/1991,27.59222,3.91806,(27.59222; 3.91806)
Acfer 202,210,Valid,CO3.5,389,Found,01/01/1991,27.50889,4.60167,(27.50889; 4.60167)
Acfer 203,211,Valid,H5,292,Found,01/01/1991,27.57806,4.36917,(27.57806; 4.36917)
Acfer 204,212,Valid,H3,64,Found,01/01/1991,27.64639,3.98306,(27.64639; 3.98306)
Acfer 205,213,Valid,H5,746,Found,01/01/1991,27.7375,4.32806,(27.7375; 4.32806)
Acfer 206,214,Valid,H5,1229,Found,01/01/1991,27.69083,4.37861,(27.69083; 4.37861)
Acfer 207,215,Valid,CH3,105,Found,01/01/1991,27.68806,4.37194,(27.68806; 4.37194)
Acfer 208,216,Valid,LL5,510,Found,01/01/1991,27.50472,3.88194,(27.50472; 3.88194)
Acfer 209,217,Valid,CR2,475,Found,01/01/1991,27.50472,3.88194,(27.50472; 3.88194)
Acfer 210,218,Valid,H3.7,720,Found,01/01/1991,27.49722,3.87028,(27.49722; 3.87028)
Acfer 211,219,Valid,H3.9,1009,Found,01/01/1991,27.46472,3.78167,(27.46472; 3.78167)
Acfer 212,220,Valid,H5,1340,Found,01/01/1991,27.61278,3.71361,(27.61278; 3.71361)
Acfer 213,221,Valid,L6,526,Found,01/01/1991,27.68111,4.30694,(27.68111; 4.30694)
Acfer 214,222,Valid,CH3,612,Found,01/01/1991,27.69,4.37861,(27.69; 4.37861)
Acfer 215,223,Valid,L5,107,Found,01/01/1991,27.64028,4.17056,(27.64028; 4.17056)
Acfer 216,224,Valid,L6,293,Found,01/01/1991,27.59972,4.90361,(27.59972; 4.90361)
Acfer 217,225,Valid,R3.8-5,174,Found,01/01/1991,27.59444,3.88583,(27.59444; 3.88583)
Dominion Range 03243,32595,Valid,H5,136.9,Found,01/01/2002,,,
Acfer 218,226,Valid,L6,114,Found,01/01/1991,27.54472,3.74306,(27.54472; 3.74306)
Acfer 219,227,Valid,H6,2611,Found,01/01/1991,27.52139,3.79139,(27.52139; 3.79139)
Acfer 220,228,Valid,H5,117,Found,01/01/1991,27.52417,3.79694,(27.52417; 3.79694)
Acfer 221,229,Valid,H5/6,812,Found,01/01/1991,27.5325,3.81361,(27.5325; 3.81361)
Acfer 222,230,Valid,H5/6,334,Found,01/01/1991,27.54194,3.82778,(27.54194; 3.82778)
Acfer 223,231,Valid,L/LL6,1398,Found,01/01/1991,27.54194,3.82778,(27.54194; 3.82778)
Acfer 224,232,Valid,H5/6,85,Found,01/01/1991,27.63889,3.93444,(27.63889; 3.93444)
Acfer 225,233,Valid,H3,255,Found,01/01/1991,27.64528,3.94389,(27.64528; 3.94389)
Acfer 226,234,Valid,H5,221,Found,01/01/1991,27.68444,3.99389,(27.68444; 3.99389)
Acfer 227,235,Valid,H6,78,Found,01/01/1991,27.66861,4.425,(27.66861; 4.425)
Acfer 228,236,Valid,L5,2285,Found,01/01/1991,27.57389,4.11972,(27.57389; 4.11972)
Acfer 229,237,Valid,H5,325,Found,01/01/1991,27.82611,4.24611,(27.82611; 4.24611)
Acfer 230,238,Valid,H5,69,Found,01/01/1991,27.74056,4.30833,(27.74056; 4.30833)
Acfer 231,239,Valid,H4/5,218,Found,01/01/1991,27.73472,4.31611,(27.73472; 4.31611)
Acfer 232,240,Valid,H5,725,Found,01/01/1991,27.73944,4.32833,(27.73944; 4.32833)
Acfer 233,241,Valid,H5/6,242,Found,01/01/1991,27.71722,4.44806,(27.71722; 4.44806)
Acfer 234,242,Valid,Iron; IAB-ung,621,Found,01/01/1991,27.50111,4.09861,(27.50111; 4.09861)
Acfer 235,243,Valid,H5,461,Found,01/01/1991,27.51889,4.01667,(27.51889; 4.01667)
Acfer 236,244,Valid,LL6,81,Found,01/01/1991,27.51056,3.89111,(27.51056; 3.89111)
Acfer 237,245,Valid,H3,673,Found,01/01/1991,27.49167,3.83278,(27.49167; 3.83278)
Acfer 238,246,Valid,H4/5,311,Found,01/01/1991,27.50361,3.67306,(27.50361; 3.67306)
Acfer 239,247,Valid,H6,160,Found,01/01/1991,27.48444,3.66639,(27.48444; 3.66639)
Acfer 240,248,Valid,L6,342,Found,01/01/1991,27.49833,3.69444,(27.49833; 3.69444)
Acfer 241,249,Valid,L6,86,Found,01/01/1991,27.51583,3.72722,(27.51583; 3.72722)
Acfer 242,250,Valid,L6,318,Found,01/01/1991,27.52111,3.77333,(27.52111; 3.77333)
Acfer 244,252,Valid,H6,2045,Found,01/01/1991,27.52472,3.80972,(27.52472; 3.80972)
Acfer 245,253,Valid,H5,75,Found,01/01/1991,27.56389,3.92639,(27.56389; 3.92639)
Acfer 246,254,Valid,L6,923,Found,01/01/1991,27.69222,3.32167,(27.69222; 3.32167)
Acfer 247,255,Valid,L4,60,Found,01/01/1991,27.63611,4.03139,(27.63611; 4.03139)
Acfer 248,256,Valid,L3.9/4,402,Found,01/01/1991,27.63556,4.02528,(27.63556; 4.02528)
Acfer 249,257,Valid,H5/6,99,Found,01/01/1991,27.62167,3.95361,(27.62167; 3.95361)
Acfer 250,258,Valid,H6,382,Found,01/01/1991,27.55139,3.74194,(27.55139; 3.74194)
Acfer 251,259,Valid,LL5-6,202,Found,01/01/1991,27.50972,3.88056,(27.50972; 3.88056)
Acfer 252,260,Valid,L6,146,Found,01/01/1991,27.51111,3.88444,(27.51111; 3.88444)
Acfer 253,261,Valid,LL5-6,47,Found,01/01/1991,27.51361,3.89694,(27.51361; 3.89694)
Acfer 254,262,Valid,L6,99,Found,01/01/1991,27.52222,3.94694,(27.52222; 3.94694)
Acfer 255,263,Valid,L6,124,Found,01/01/1991,27.64611,4.39722,(27.64611; 4.39722)
Acfer 256,264,Valid,H5/6,235,Found,01/01/1991,27.64611,4.39722,(27.64611; 4.39722)
Acfer 257,265,Valid,H6,75,Found,01/01/1991,27.68528,4.50333,(27.68528; 4.50333)
Acfer 258,266,Valid,H6,212,Found,01/01/1991,27.67056,4.34611,(27.67056; 4.34611)
Acfer 259,267,Valid,H3-6,114,Found,01/01/1991,27.52444,3.87361,(27.52444; 3.87361)
Acfer 260,268,Valid,H5,177,Found,01/01/1991,27.47556,3.71028,(27.47556; 3.71028)
Acfer 261,269,Valid,L6,73,Found,01/01/1991,27.70917,4.42083,(27.70917; 4.42083)
Acfer 262,270,Valid,H4,92,Found,01/01/1991,27.67,4.49722,(27.67; 4.49722)
Acfer 263,271,Valid,L6,438,Found,01/01/1991,27.69111,4.3375,(27.69111; 4.3375)
Acfer 264,272,Valid,LL6,243,Found,01/01/1991,27.69472,4.30639,(27.69472; 4.30639)
Acfer 265,273,Valid,Mesosiderite,83,Found,01/01/1991,27.715,4.19278,(27.715; 4.19278)
Acfer 266,274,Valid,L6,518,Found,01/01/1991,27.72722,4.17056,(27.72722; 4.17056)
